GZ_STORAGE_TYPE_TIMESERIES_1,GZ_STORAGE_TYPE_TIMESERIES_2,GZ_STORAGE_TYPE_TIMESERIES_3,GasStorageWithdrawalQuantity
MS,depleted field,20230130,0.0
MS,depleted field,20230213,0.0
MS,depleted field,20230216,0.0
MS,depleted field,20230306,0.0
MS,depleted field,20230315,0.0
MS,depleted field,20230403,0.0
MS,depleted field,20230410,0.0
MS,depleted field,20230530,0.0
MS,depleted field,20230517,0.0
MS,depleted field,20230630,0.0
MS,depleted field,20230615,0.0
MS,depleted field,20230727,0.0
MS,depleted field,20230710,0.0
MS,depleted field,20230803,0.0
MS,depleted field,20230831,0.0
MS,depleted field,20230906,0.0
MS,depleted field,20230912,0.0
MS,depleted field,20231005,0.0
MS,depleted field,20231020,0.0
MS,depleted field,20231129,0.0
MS,depleted field,20231121,0.0
MS,depleted field,20231228,0.0
MS,depleted field,20231218,0.0
MS,salt cavern,20230103,0.0
MS,salt cavern,20230130,0.0
MS,salt cavern,20230213,0.0
MS,salt cavern,20230216,0.0
MS,salt cavern,20230306,0.0
MS,salt cavern,20230315,0.0
MS,salt cavern,20230403,0.0
MS,salt cavern,20230410,0.0
MS,salt cavern,20230530,0.0
MS,salt cavern,20230517,0.0
MS,salt cavern,20230630,0.0
MS,salt cavern,20230615,0.0
MS,salt cavern,20230727,0.0
MS,salt cavern,20230710,0.0
MS,salt cavern,20230803,0.0
MS,salt cavern,20230831,0.0
MS,salt cavern,20230906,0.0
MS,salt cavern,20230912,0.0
MS,salt cavern,20231005,0.0
MS,salt cavern,20231020,0.0
MS,salt cavern,20231129,0.0
MS,salt cavern,20231121,0.0
MS,salt cavern,20231228,0.0
MS,salt cavern,20231218,0.0
MT,aquifer,20230103,0.0
MT,aquifer,20230130,0.0
MT,aquifer,20230213,0.0
MT,aquifer,20230216,0.0
MT,aquifer,20230306,0.0
MT,aquifer,20230315,0.0
MT,aquifer,20230403,0.0
MT,aquifer,20230410,0.0
MT,aquifer,20230530,0.0
MT,aquifer,20230517,0.0
MT,aquifer,20230630,0.0
MT,aquifer,20230615,0.0
MT,aquifer,20230727,0.0
MT,aquifer,20230710,0.0
MT,aquifer,20230803,0.0
MT,aquifer,20230831,0.0
MT,aquifer,20230906,0.0
MT,aquifer,20230912,0.0
MT,aquifer,20231005,0.0
MT,aquifer,20231020,0.0
MT,aquifer,20231129,0.0
MT,aquifer,20231121,0.0
MT,aquifer,20231228,0.0
MT,aquifer,20231218,0.0
MT,depleted field,20230103,0.0
MT,depleted field,20230130,0.0
MT,depleted field,20230213,0.0
MT,depleted field,20230216,0.0
MT,depleted field,20230306,0.0
MT,depleted field,20230315,2014929.8164124647
MT,depleted field,20230403,0.0
MT,depleted field,20230410,0.0
MT,depleted field,20230530,0.0
MT,depleted field,20230517,0.0
MT,depleted field,20230630,0.0
MT,depleted field,20230615,0.0
MT,depleted field,20230727,0.0
MT,depleted field,20230710,0.0
MT,depleted field,20230803,0.0
MT,depleted field,20230831,0.0
MT,depleted field,20230906,0.0
MT,depleted field,20230912,0.0
MT,depleted field,20231005,0.0
MT,depleted field,20231020,0.0
MT,depleted field,20231129,45682.70247817303
MT,depleted field,20231121,0.0
MT,depleted field,20231228,0.0
MT,depleted field,20231218,0.0
MT,salt cavern,20230103,0.0
MT,salt cavern,20230130,0.0
MT,salt cavern,20230213,0.0
MT,salt cavern,20230216,0.0
MT,salt cavern,20230306,0.0
MT,salt cavern,20230315,0.0
MT,salt cavern,20230403,0.0
MT,salt cavern,20230410,0.0
MT,salt cavern,20230530,0.0
MT,salt cavern,20230517,0.0
MT,salt cavern,20230630,0.0
MT,salt cavern,20230615,0.0
MT,salt cavern,20230727,0.0
MT,salt cavern,20230710,0.0
MT,salt cavern,20230803,0.0
MT,salt cavern,20230831,0.0
MT,salt cavern,20230906,0.0
MT,salt cavern,20230912,0.0
MT,salt cavern,20231005,0.0
MT,salt cavern,20231020,0.0
MT,salt cavern,20231129,0.0
MT,salt cavern,20231121,0.0
MT,salt cavern,20231228,0.0
MT,salt cavern,20231218,0.0
NC,aquifer,20230103,0.0
NC,aquifer,20230130,0.0
NC,aquifer,20230213,0.0
NC,aquifer,20230216,0.0
NC,aquifer,20230306,0.0
NC,aquifer,20230315,0.0
NC,aquifer,20230403,0.0
NC,aquifer,20230410,0.0
NC,aquifer,20230530,0.0
NC,aquifer,20230517,0.0
NC,aquifer,20230630,0.0
NC,aquifer,20230615,0.0
NC,aquifer,20230727,0.0
NC,aquifer,20230710,0.0
NC,aquifer,20230803,0.0
NC,aquifer,20230831,0.0
NC,aquifer,20230906,0.0
NC,aquifer,20230912,0.0
NC,aquifer,20231005,0.0
NC,aquifer,20231020,0.0
NC,aquifer,20231129,0.0
NC,aquifer,20231121,0.0
NC,aquifer,20231228,0.0
NC,aquifer,20231218,0.0
NC,depleted field,20230103,0.0
NC,depleted field,20230130,0.0
NC,depleted field,20230213,0.0
NC,depleted field,20230216,0.0
NC,depleted field,20230306,0.0
NC,depleted field,20230315,0.0
NC,depleted field,20230403,0.0
NC,depleted field,20230410,0.0
NC,depleted field,20230530,0.0
NC,depleted field,20230517,0.0
NC,depleted field,20230630,0.0
NC,depleted field,20230615,0.0
NC,depleted field,20230727,0.0
NC,depleted field,20230710,0.0
NC,depleted field,20230803,0.0
NC,depleted field,20230831,0.0
NC,depleted field,20230906,0.0
NC,depleted field,20230912,0.0
NC,depleted field,20231005,0.0
NC,depleted field,20231020,0.0
NC,depleted field,20231129,0.0
NC,depleted field,20231121,0.0
NC,depleted field,20231228,0.0
NC,depleted field,20231218,0.0
NC,salt cavern,20230103,0.0
NC,salt cavern,20230130,0.0
NC,salt cavern,20230213,0.0
NC,salt cavern,20230216,0.0
NC,salt cavern,20230306,0.0
NC,salt cavern,20230315,0.0
NC,salt cavern,20230403,0.0
NC,salt cavern,20230410,0.0
NC,salt cavern,20230530,0.0
NC,salt cavern,20230517,0.0
NC,salt cavern,20230630,0.0
NC,salt cavern,20230615,0.0
NC,salt cavern,20230727,0.0
NC,salt cavern,20230710,0.0
NC,salt cavern,20230803,0.0
NC,salt cavern,20230831,0.0
NC,salt cavern,20230906,0.0
NC,salt cavern,20230912,0.0
NC,salt cavern,20231005,0.0
NC,salt cavern,20231020,0.0
NC,salt cavern,20231129,0.0
NC,salt cavern,20231121,0.0
NC,salt cavern,20231228,0.0
NC,salt cavern,20231218,0.0
ND,aquifer,20230103,0.0
ND,aquifer,20230130,0.0
ND,aquifer,20230213,0.0
ND,aquifer,20230216,0.0
ND,aquifer,20230306,0.0
ND,aquifer,20230315,0.0
ND,aquifer,20230403,0.0
ND,aquifer,20230410,0.0
ND,aquifer,20230530,0.0
ND,aquifer,20230517,0.0
ND,aquifer,20230630,0.0
ND,aquifer,20230615,0.0
ND,aquifer,20230727,0.0
ND,aquifer,20230710,0.0
ND,aquifer,20230803,0.0
ND,aquifer,20230831,0.0
ND,aquifer,20230906,0.0
ND,aquifer,20230912,0.0
ND,aquifer,20231005,0.0
ND,aquifer,20231020,0.0
ND,aquifer,20231129,0.0
ND,aquifer,20231121,0.0
ND,aquifer,20231228,0.0
ND,aquifer,20231218,0.0
ND,depleted field,20230103,0.0
ND,depleted field,20230130,0.0
ND,depleted field,20230213,0.0
ND,depleted field,20230216,0.0
ND,depleted field,20230306,0.0
ND,depleted field,20230315,0.0
ND,depleted field,20230403,0.0
ND,depleted field,20230410,0.0
ND,depleted field,20230530,0.0
ND,depleted field,20230517,0.0
ND,depleted field,20230630,0.0
ND,depleted field,20230615,0.0
ND,depleted field,20230727,0.0
ND,depleted field,20230710,0.0
ND,depleted field,20230803,0.0
ND,depleted field,20230831,0.0
ND,depleted field,20230906,0.0
ND,depleted field,20230912,0.0
ND,depleted field,20231005,0.0
ND,depleted field,20231020,0.0
ND,depleted field,20231129,0.0
ND,depleted field,20231121,0.0
ND,depleted field,20231228,0.0
ND,depleted field,20231218,0.0
ND,salt cavern,20230103,0.0
ND,salt cavern,20230130,0.0
ND,salt cavern,20230213,0.0
ND,salt cavern,20230216,0.0
ND,salt cavern,20230306,0.0
ND,salt cavern,20230315,0.0
ND,salt cavern,20230403,0.0
ND,salt cavern,20230410,0.0
ND,salt cavern,20230530,0.0
ND,salt cavern,20230517,0.0
ND,salt cavern,20230630,0.0
ND,salt cavern,20230615,0.0
ND,salt cavern,20230727,0.0
ND,salt cavern,20230710,0.0
ND,salt cavern,20230803,0.0
ND,salt cavern,20230831,0.0
ND,salt cavern,20230906,0.0
ND,salt cavern,20230912,0.0
ND,salt cavern,20231005,0.0
ND,salt cavern,20231020,0.0
ND,salt cavern,20231129,0.0
ND,salt cavern,20231121,0.0
ND,salt cavern,20231228,0.0
ND,salt cavern,20231218,0.0
NE,aquifer,20230103,0.0
NE,aquifer,20230130,0.0
NE,aquifer,20230213,0.0
NE,aquifer,20230216,0.0
NE,aquifer,20230306,0.0
NE,aquifer,20230315,0.0
NE,aquifer,20230403,0.0
NE,aquifer,20230410,0.0
NE,aquifer,20230530,0.0
NE,aquifer,20230517,0.0
NE,aquifer,20230630,0.0
NE,aquifer,20230615,0.0
NE,aquifer,20230727,0.0
NE,aquifer,20230710,0.0
NE,aquifer,20230803,0.0
NE,aquifer,20230831,0.0
NE,aquifer,20230906,0.0
NE,aquifer,20230912,0.0
NE,aquifer,20231005,0.0
NE,aquifer,20231020,0.0
NE,aquifer,20231129,0.0
NE,aquifer,20231121,0.0
NE,aquifer,20231228,0.0
NE,aquifer,20231218,0.0
NE,depleted field,20230103,0.0
NE,depleted field,20230130,0.0
NE,depleted field,20230213,0.0
NE,depleted field,20230216,0.0
NE,depleted field,20230306,0.0
NE,depleted field,20230315,446044.62771146925
NE,depleted field,20230403,0.0
NE,depleted field,20230410,0.0
NE,depleted field,20230530,0.0
NE,depleted field,20230517,0.0
NE,depleted field,20230630,0.0
NE,depleted field,20230615,0.0
NE,depleted field,20230727,0.0
NE,depleted field,20230710,0.0
NE,depleted field,20230803,0.0
NE,depleted field,20230831,0.0
NE,depleted field,20230906,0.0
NE,depleted field,20230912,0.0
NE,depleted field,20231005,0.0
NE,depleted field,20231020,0.0
NE,depleted field,20231129,0.0
NE,depleted field,20231121,0.0
NE,depleted field,20231228,0.0
NE,depleted field,20231218,0.0
NE,salt cavern,20230103,0.0
NE,salt cavern,20230130,0.0
NE,salt cavern,20230213,0.0
NE,salt cavern,20230216,0.0
NE,salt cavern,20230306,0.0
NE,salt cavern,20230315,0.0
NE,salt cavern,20230403,0.0
NE,salt cavern,20230410,0.0
NE,salt cavern,20230530,0.0
NE,salt cavern,20230517,0.0
NE,salt cavern,20230630,0.0
NE,salt cavern,20230615,0.0
NE,salt cavern,20230727,0.0
NE,salt cavern,20230710,0.0
NE,salt cavern,20230803,0.0
NE,salt cavern,20230831,0.0
NE,salt cavern,20230906,0.0
NE,salt cavern,20230912,0.0
NE,salt cavern,20231005,0.0
NE,salt cavern,20231020,0.0
NE,salt cavern,20231129,0.0
NE,salt cavern,20231121,0.0
NE,salt cavern,20231228,0.0
NE,salt cavern,20231218,0.0
NH,aquifer,20230103,0.0
NH,aquifer,20230130,0.0
NH,aquifer,20230213,0.0
NH,aquifer,20230216,0.0
NH,aquifer,20230306,0.0
NH,aquifer,20230315,0.0
NH,aquifer,20230403,0.0
NH,aquifer,20230410,0.0
NH,aquifer,20230530,0.0
NH,aquifer,20230517,0.0
NH,aquifer,20230630,0.0
NH,aquifer,20230615,0.0
NH,aquifer,20230727,0.0
NH,aquifer,20230710,0.0
NH,aquifer,20230803,0.0
NH,aquifer,20230831,0.0
NH,aquifer,20230906,0.0
NH,aquifer,20230912,0.0
NH,aquifer,20231005,0.0
NH,aquifer,20231020,0.0
NH,aquifer,20231129,0.0
NH,aquifer,20231121,0.0
NH,aquifer,20231228,0.0
NH,aquifer,20231218,0.0
NH,depleted field,20230103,0.0
NH,depleted field,20230130,0.0
NH,depleted field,20230213,0.0
NH,depleted field,20230216,0.0
NH,depleted field,20230306,0.0
NH,depleted field,20230315,0.0
NH,depleted field,20230403,0.0
NH,depleted field,20230410,0.0
NH,depleted field,20230530,0.0
NH,depleted field,20230517,0.0
NH,depleted field,20230630,0.0
NH,depleted field,20230615,0.0
NH,depleted field,20230727,0.0
NH,depleted field,20230710,0.0
NH,depleted field,20230803,0.0
NH,depleted field,20230831,0.0
NH,depleted field,20230906,0.0
NH,depleted field,20230912,0.0
NH,depleted field,20231005,0.0
NH,depleted field,20231020,0.0
NH,depleted field,20231129,0.0
NH,depleted field,20231121,0.0
NH,depleted field,20231228,0.0
NH,depleted field,20231218,0.0
NH,salt cavern,20230103,0.0
NH,salt cavern,20230130,0.0
NH,salt cavern,20230213,0.0
NH,salt cavern,20230216,0.0
NH,salt cavern,20230306,0.0
NH,salt cavern,20230315,0.0
NH,salt cavern,20230403,0.0
NH,salt cavern,20230410,0.0
NH,salt cavern,20230530,0.0
NH,salt cavern,20230517,0.0
NH,salt cavern,20230630,0.0
NH,salt cavern,20230615,0.0
NH,salt cavern,20230727,0.0
NH,salt cavern,20230710,0.0
NH,salt cavern,20230803,0.0
NH,salt cavern,20230831,0.0
NH,salt cavern,20230906,0.0
NH,salt cavern,20230912,0.0
NH,salt cavern,20231005,0.0
NH,salt cavern,20231020,0.0
NH,salt cavern,20231129,0.0
NH,salt cavern,20231121,0.0
NH,salt cavern,20231228,0.0
NH,salt cavern,20231218,0.0
NJ,aquifer,20230103,0.0
NJ,aquifer,20230130,0.0
NJ,aquifer,20230213,0.0
NJ,aquifer,20230216,0.0
NJ,aquifer,20230306,0.0
NJ,aquifer,20230315,0.0
NJ,aquifer,20230403,0.0
NJ,aquifer,20230410,0.0
NJ,aquifer,20230530,0.0
NJ,aquifer,20230517,0.0
NJ,aquifer,20230630,0.0
NJ,aquifer,20230615,0.0
NJ,aquifer,20230727,0.0
NJ,aquifer,20230710,0.0
NJ,aquifer,20230803,0.0
NJ,aquifer,20230831,0.0
NJ,aquifer,20230906,0.0
NJ,aquifer,20230912,0.0
NJ,aquifer,20231005,0.0
NJ,aquifer,20231020,0.0
NJ,aquifer,20231129,0.0
NJ,aquifer,20231121,0.0
NJ,aquifer,20231228,0.0
NJ,aquifer,20231218,0.0
NJ,depleted field,20230103,0.0
NJ,depleted field,20230130,0.0
NJ,depleted field,20230213,0.0
NJ,depleted field,20230216,0.0
NJ,depleted field,20230306,0.0
NJ,depleted field,20230315,0.0
NJ,depleted field,20230403,0.0
NJ,depleted field,20230410,0.0
NJ,depleted field,20230530,0.0
NJ,depleted field,20230517,0.0
NJ,depleted field,20230630,0.0
NJ,depleted field,20230615,0.0
NJ,depleted field,20230727,0.0
NJ,depleted field,20230710,0.0
NJ,depleted field,20230803,0.0
NJ,depleted field,20230831,0.0
NJ,depleted field,20230906,0.0
NJ,depleted field,20230912,0.0
NJ,depleted field,20231005,0.0
NJ,depleted field,20231020,0.0
NJ,depleted field,20231129,0.0
NJ,depleted field,20231121,0.0
NJ,depleted field,20231228,0.0
NJ,depleted field,20231218,0.0
NJ,salt cavern,20230103,0.0
NJ,salt cavern,20230130,0.0
NJ,salt cavern,20230213,0.0
NJ,salt cavern,20230216,0.0
NJ,salt cavern,20230306,0.0
NJ,salt cavern,20230315,0.0
NJ,salt cavern,20230403,0.0
NJ,salt cavern,20230410,0.0
NJ,salt cavern,20230530,0.0
NJ,salt cavern,20230517,0.0
NJ,salt cavern,20230630,0.0
NJ,salt cavern,20230615,0.0
NJ,salt cavern,20230727,0.0
NJ,salt cavern,20230710,0.0
NJ,salt cavern,20230803,0.0
NJ,salt cavern,20230831,0.0
NJ,salt cavern,20230906,0.0
NJ,salt cavern,20230912,0.0
NJ,salt cavern,20231005,0.0
NJ,salt cavern,20231020,0.0
NJ,salt cavern,20231129,0.0
NJ,salt cavern,20231121,0.0
NJ,salt cavern,20231228,0.0
NJ,salt cavern,20231218,0.0
NM,aquifer,20230103,0.0
NM,aquifer,20230130,0.0
NM,aquifer,20230213,0.0
NM,aquifer,20230216,0.0
NM,aquifer,20230306,0.0
NM,aquifer,20230315,0.0
NM,aquifer,20230403,0.0
NM,aquifer,20230410,0.0
NM,aquifer,20230530,0.0
NM,aquifer,20230517,0.0
NM,aquifer,20230630,0.0
NM,aquifer,20230615,0.0
NM,aquifer,20230727,0.0
NM,aquifer,20230710,0.0
NM,aquifer,20230803,0.0
NM,aquifer,20230831,0.0
NM,aquifer,20230906,0.0
NM,aquifer,20230912,0.0
NM,aquifer,20231005,0.0
NM,aquifer,20231020,0.0
NM,aquifer,20231129,0.0
NM,aquifer,20231121,0.0
NM,aquifer,20231228,0.0
NM,aquifer,20231218,0.0
NM,depleted field,20230103,0.0
NM,depleted field,20230130,747600.2324429034
NM,depleted field,20230213,0.0
NM,depleted field,20230216,0.0
NM,depleted field,20230306,0.0
NM,depleted field,20230315,0.0
NM,depleted field,20230403,0.0
NM,depleted field,20230410,0.0
NM,depleted field,20230530,0.0
NM,depleted field,20230517,0.0
NM,depleted field,20230630,0.0
NM,depleted field,20230615,0.0
NM,depleted field,20230727,0.0
NM,depleted field,20230710,0.0
NM,depleted field,20230803,0.0
NM,depleted field,20230831,0.0
NM,depleted field,20230906,0.0
NM,depleted field,20230912,0.0
NM,depleted field,20231005,0.0
NM,depleted field,20231020,0.0
NM,depleted field,20231129,0.0
NM,depleted field,20231121,0.0
NM,depleted field,20231228,0.0
NM,depleted field,20231218,0.0
NM,salt cavern,20230103,0.0
NM,salt cavern,20230130,0.0
NM,salt cavern,20230213,0.0
NM,salt cavern,20230216,0.0
NM,salt cavern,20230306,0.0
NM,salt cavern,20230315,0.0
NM,salt cavern,20230403,0.0
NM,salt cavern,20230410,0.0
NM,salt cavern,20230530,0.0
NM,salt cavern,20230517,0.0
NM,salt cavern,20230630,0.0
NM,salt cavern,20230615,0.0
NM,salt cavern,20230727,0.0
NM,salt cavern,20230710,0.0
NM,salt cavern,20230803,0.0
NM,salt cavern,20230831,0.0
NM,salt cavern,20230906,0.0
NM,salt cavern,20230912,0.0
NM,salt cavern,20231005,0.0
NM,salt cavern,20231020,0.0
NM,salt cavern,20231129,0.0
NM,salt cavern,20231121,0.0
NM,salt cavern,20231228,0.0
NM,salt cavern,20231218,0.0
NV,aquifer,20230103,0.0
NV,aquifer,20230130,0.0
NV,aquifer,20230213,0.0
NV,aquifer,20230216,0.0
NV,aquifer,20230306,0.0
NV,aquifer,20230315,0.0
NV,aquifer,20230403,0.0
NV,aquifer,20230410,0.0
NV,aquifer,20230530,0.0
NV,aquifer,20230517,0.0
NV,aquifer,20230630,0.0
NV,aquifer,20230615,0.0
NV,aquifer,20230727,0.0
NV,aquifer,20230710,0.0
NV,aquifer,20230803,0.0
NV,aquifer,20230831,0.0
NV,aquifer,20230906,0.0
NV,aquifer,20230912,0.0
NV,aquifer,20231005,0.0
NV,aquifer,20231020,0.0
NV,aquifer,20231129,0.0
NV,aquifer,20231121,0.0
NV,aquifer,20231228,0.0
NV,aquifer,20231218,0.0
NV,depleted field,20230103,0.0
NV,depleted field,20230130,0.0
NV,depleted field,20230213,0.0
NV,depleted field,20230216,0.0
NV,depleted field,20230306,0.0
NV,depleted field,20230315,0.0
NV,depleted field,20230403,0.0
NV,depleted field,20230410,0.0
NV,depleted field,20230530,0.0
NV,depleted field,20230517,0.0
NV,depleted field,20230630,0.0
NV,depleted field,20230615,0.0
NV,depleted field,20230727,0.0
NV,depleted field,20230710,0.0
NV,depleted field,20230803,0.0
NV,depleted field,20230831,0.0
NV,depleted field,20230906,0.0
NV,depleted field,20230912,0.0
NV,depleted field,20231005,0.0
NV,depleted field,20231020,0.0
NV,depleted field,20231129,0.0
NV,depleted field,20231121,0.0
NV,depleted field,20231228,0.0
NV,depleted field,20231218,0.0
NV,salt cavern,20230103,0.0
NV,salt cavern,20230130,0.0
NV,salt cavern,20230213,0.0
NV,salt cavern,20230216,0.0
NV,salt cavern,20230306,0.0
NV,salt cavern,20230315,0.0
NV,salt cavern,20230403,0.0
NV,salt cavern,20230410,0.0
NV,salt cavern,20230530,0.0
NV,salt cavern,20230517,0.0
NV,salt cavern,20230630,0.0
NV,salt cavern,20230615,0.0
NV,salt cavern,20230727,0.0
NV,salt cavern,20230710,0.0
NV,salt cavern,20230803,0.0
NV,salt cavern,20230831,0.0
NV,salt cavern,20230906,0.0
NV,salt cavern,20230912,0.0
NV,salt cavern,20231005,0.0
NV,salt cavern,20231020,0.0
NV,salt cavern,20231129,0.0
NV,salt cavern,20231121,0.0
NV,salt cavern,20231228,0.0
NV,salt cavern,20231218,0.0
NY,aquifer,20230103,0.0
NY,aquifer,20230130,0.0
NY,aquifer,20230213,0.0
NY,aquifer,20230216,0.0
NY,aquifer,20230306,0.0
NY,aquifer,20230315,0.0
NY,aquifer,20230403,0.0
NY,aquifer,20230410,0.0
NY,aquifer,20230530,0.0
NY,aquifer,20230517,0.0
NY,aquifer,20230630,0.0
NY,aquifer,20230615,0.0
NY,aquifer,20230727,0.0
NY,aquifer,20230710,0.0
NY,aquifer,20230803,0.0
NY,aquifer,20230831,0.0
NY,aquifer,20230906,0.0
NY,aquifer,20230912,0.0
NY,aquifer,20231005,0.0
NY,aquifer,20231020,0.0
NY,aquifer,20231129,0.0
NY,aquifer,20231121,0.0
NY,aquifer,20231228,0.0
NY,aquifer,20231218,0.0
NY,depleted field,20230103,0.0
NY,depleted field,20230130,0.0
NY,depleted field,20230213,0.0
NY,depleted field,20230216,0.0
NY,depleted field,20230306,0.0
NY,depleted field,20230315,0.0
NY,depleted field,20230403,0.0
NY,depleted field,20230410,0.0
NY,depleted field,20230530,0.0
NY,depleted field,20230517,0.0
NY,depleted field,20230630,0.0
NY,depleted field,20230615,0.0
NY,depleted field,20230727,0.0
NY,depleted field,20230710,0.0
NY,depleted field,20230803,0.0
NY,depleted field,20230831,0.0
NY,depleted field,20230906,0.0
NY,depleted field,20230912,0.0
NY,depleted field,20231005,0.0
NY,depleted field,20231020,0.0
NY,depleted field,20231129,914215.9312546919
NY,depleted field,20231121,0.0
NY,depleted field,20231228,0.0
NY,depleted field,20231218,0.0
NY,salt cavern,20230103,0.0
NY,salt cavern,20230130,0.0
NY,salt cavern,20230213,0.0
NY,salt cavern,20230216,0.0
NY,salt cavern,20230306,0.0
NY,salt cavern,20230315,0.0
NY,salt cavern,20230403,0.0
NY,salt cavern,20230410,0.0
NY,salt cavern,20230530,0.0
NY,salt cavern,20230517,0.0
NY,salt cavern,20230630,0.0
NY,salt cavern,20230615,0.0
NY,salt cavern,20230727,0.0
NY,salt cavern,20230710,0.0
NY,salt cavern,20230803,0.0
NY,salt cavern,20230831,0.0
NY,salt cavern,20230906,0.0
NY,salt cavern,20230912,0.0
NY,salt cavern,20231005,0.0
NY,salt cavern,20231020,0.0
NY,salt cavern,20231129,0.0
NY,salt cavern,20231121,0.0
NY,salt cavern,20231228,0.0
NY,salt cavern,20231218,0.0
OH,aquifer,20230103,0.0
OH,aquifer,20230130,0.0
OH,aquifer,20230213,0.0
OH,aquifer,20230216,0.0
OH,aquifer,20230306,0.0
OH,aquifer,20230315,0.0
OH,aquifer,20230403,0.0
OH,aquifer,20230410,0.0
OH,aquifer,20230530,0.0
OH,aquifer,20230517,0.0
OH,aquifer,20230630,0.0
OH,aquifer,20230615,0.0
OH,aquifer,20230727,0.0
OH,aquifer,20230710,0.0
OH,aquifer,20230803,0.0
OH,aquifer,20230831,0.0
OH,aquifer,20230906,0.0
OH,aquifer,20230912,0.0
OH,aquifer,20231005,0.0
OH,aquifer,20231020,0.0
OH,aquifer,20231129,0.0
OH,aquifer,20231121,0.0
OH,aquifer,20231228,0.0
OH,aquifer,20231218,0.0
OH,depleted field,20230103,0.0
OH,depleted field,20230130,0.0
OH,depleted field,20230213,0.0
OH,depleted field,20230216,0.0
OH,depleted field,20230306,0.0
OH,depleted field,20230315,0.0
OH,depleted field,20230403,0.0
OH,depleted field,20230410,0.0
OH,depleted field,20230530,0.0
OH,depleted field,20230517,0.0
OH,depleted field,20230630,0.0
OH,depleted field,20230615,0.0
OH,depleted field,20230727,0.0
OH,depleted field,20230710,0.0
OH,depleted field,20230803,0.0
OH,depleted field,20230831,0.0
OH,depleted field,20230906,0.0
OH,depleted field,20230912,0.0
OH,depleted field,20231005,0.0
OH,depleted field,20231020,0.0
OH,depleted field,20231129,0.0
OH,depleted field,20231121,0.0
OH,depleted field,20231228,0.0
OH,depleted field,20231218,0.0
OH,salt cavern,20230103,0.0
OH,salt cavern,20230130,0.0
OH,salt cavern,20230213,0.0
OH,salt cavern,20230216,0.0
OH,salt cavern,20230306,0.0
OH,salt cavern,20230315,0.0
OH,salt cavern,20230403,0.0
OH,salt cavern,20230410,0.0
OH,salt cavern,20230530,0.0
OH,salt cavern,20230517,0.0
OH,salt cavern,20230630,0.0
OH,salt cavern,20230615,0.0
OH,salt cavern,20230727,0.0
OH,salt cavern,20230710,0.0
OH,salt cavern,20230803,0.0
OH,salt cavern,20230831,0.0
OH,salt cavern,20230906,0.0
OH,salt cavern,20230912,0.0
OH,salt cavern,20231005,0.0
OH,salt cavern,20231020,0.0
OH,salt cavern,20231129,0.0
OH,salt cavern,20231121,0.0
OH,salt cavern,20231228,0.0
OH,salt cavern,20231218,0.0
OK,aquifer,20230103,0.0
OK,aquifer,20230130,0.0
OK,aquifer,20230213,0.0
OK,aquifer,20230216,0.0
OK,aquifer,20230306,0.0
OK,aquifer,20230315,0.0
OK,aquifer,20230403,0.0
OK,aquifer,20230410,0.0
OK,aquifer,20230530,0.0
OK,aquifer,20230517,0.0
OK,aquifer,20230630,0.0
OK,aquifer,20230615,0.0
OK,aquifer,20230727,0.0
OK,aquifer,20230710,0.0
OK,aquifer,20230803,0.0
OK,aquifer,20230831,0.0
OK,aquifer,20230906,0.0
OK,aquifer,20230912,0.0
OK,aquifer,20231005,0.0
OK,aquifer,20231020,0.0
OK,aquifer,20231129,0.0
OK,aquifer,20231121,0.0
OK,aquifer,20231228,0.0
OK,aquifer,20231218,0.0
OK,depleted field,20230103,0.0
OK,depleted field,20230130,0.0
OK,depleted field,20230213,0.0
OK,depleted field,20230216,0.0
OK,depleted field,20230306,0.0
OK,depleted field,20230315,0.0
OK,depleted field,20230403,0.0
OK,depleted field,20230410,0.0
OK,depleted field,20230530,0.0
OK,depleted field,20230517,0.0
OK,depleted field,20230630,0.0
OK,depleted field,20230615,0.0
OK,depleted field,20230727,0.0
OK,depleted field,20230710,0.0
OK,depleted field,20230803,0.0
OK,depleted field,20230831,0.0
OK,depleted field,20230906,0.0
OK,depleted field,20230912,0.0
OK,depleted field,20231005,0.0
OK,depleted field,20231020,0.0
OK,depleted field,20231129,0.0
OK,depleted field,20231121,0.0
OK,depleted field,20231228,0.0
OK,depleted field,20231218,0.0
OK,salt cavern,20230103,0.0
OK,salt cavern,20230130,0.0
OK,salt cavern,20230213,0.0
OK,salt cavern,20230216,0.0
OK,salt cavern,20230306,0.0
OK,salt cavern,20230315,0.0
OK,salt cavern,20230403,0.0
OK,salt cavern,20230410,0.0
OK,salt cavern,20230530,0.0
OK,salt cavern,20230517,0.0
OK,salt cavern,20230630,0.0
OK,salt cavern,20230615,0.0
OK,salt cavern,20230727,0.0
OK,salt cavern,20230710,0.0
OK,salt cavern,20230803,0.0
OK,salt cavern,20230831,0.0
OK,salt cavern,20230906,0.0
OK,salt cavern,20230912,0.0
OK,salt cavern,20231005,0.0
OK,salt cavern,20231020,0.0
OK,salt cavern,20231129,0.0
OK,salt cavern,20231121,0.0
OK,salt cavern,20231228,0.0
OK,salt cavern,20231218,0.0
OR,aquifer,20230103,0.0
OR,aquifer,20230130,0.0
OR,aquifer,20230213,0.0
OR,aquifer,20230216,0.0
OR,aquifer,20230306,0.0
OR,aquifer,20230315,0.0
